Close,Timestamp,High,Low,Open
974.99999999,1483682400,981.21899961,937.913,979.84378433
932.99999997,1483689600,975.01000003,910.99999979,974.0
892.43999996,1483696800,940.74999998,870.0,933.48999993
903.33179786,1483704000,907.89999998,874.148117,890.00000007
914.01000287,1483711200,919.98291433,880.39694749,900.10000005
910.10000107,1483718400,923.00000023,900.0,915.0
890.99999795,1483725600,913.3,880.92005365,912.68029404
895.071704,1483732800,903.75895,875.2,886.8860016
896.0,1483740000,898.0410951,883.0000004,896.99999785
865.27842296,1483747200,898.96838814,856.201,896.0
837.76000239,1483754400,866.0000001,825.0,865.27842298
830.2670016,1483761600,852.0,820.0,837.40000239
838.1,1483768800,841.99999899,828.0,831.99999999
889.99899915,1483776000,889.99899915,818.45971802,838.41599726
878.86999998,1483783200,894.76127981,874.19591181,890.0
875.56100158,1483790400,898.58599994,860.0,877.76263342
891.0,1483797600,898.0,871.42100001,875.56100169
903.00000091,1483804800,910.8275191,890.95402091,891.0
888.99999999,1483812000,907.99999702,878.0,904.99999938
889.70129829,1483819200,896.44,884.0,888.99999999
907.19047915,1483826400,907.99989999,889.70129829,889.70129829
901.70823398,1483833600,907.25,895.52637828,907.0
921.99999981,1483840800,922.0,897.85000315,901.70823398
934.99999999,1483848000,939.65955395,917.91194132,921.99999982
931.99999847,1483855200,938.0,925.44600001,933.87000371
936.89999857,1483862400,938.0,927.3,931.99999892
912.0,1483869600,936.99999581,910.000001,936.8999977
919.00000002,1483876800,928.965,912.00000083,913.99999985
913.15999863,1483884000,928.59999988,898.00000138,920.99999128
915.00000001,1483891200,918.22864384,891.1,912.75
907.94999997,1483898400,918.22864384,897.00000005,917.50563069
911.47999852,1483905600,919.0,906.0000001,907.94999999
916.0,1483912800,917.99989971,901.69999598,911.0
881.99999955,1483920000,916.41833046,880.0,916.41832969
890.0,1483927200,895.10000005,883.19491365,883.19491365
895.99999997,1483934400,898.67291085,883.01000001,893.85999803
889.99999999,1483941600,898.0,889.97999999,895.99999994
886.79,1483948800,892.87464475,882.52000001,889.66063704
906.0,1483956000,911.0,886.5,886.5
905.98999697,1483963200,911.0,903.02000507,906.00999964
901.05458313,1483970400,905.9899945,900.52000008,904.92000507
897.3206348,1483977600,905.08458416,890.08999205,902.0
894.0000014,1483984800,897.20834255,890.47278299,895.0000091
897.5400111,1483992000,902.94999996,894.00000141,894.7
902.0,1483999200,907.98888878,895.27687875,901.49999891
911.0,1484006400,915.83230945,902.00003575,903.00000001
908.86999948,1484013600,913.99999999,903.88000001,911.7
900.0,1484020800,908.86999944,898.0,908.86999944
903.15195191,1484028000,906.9,900.0,900.0
911.51000047,1484035200,914.3,903.15194953,905.00000026
906.81743258,1484042400,915.0,901.18,911.51000133
909.29999981,1484049600,912.65999999,904.3,906.81743258
905.75000482,1484056800,910.69999,902.00500001,909.29999959
905.99899997,1484064000,907.99999977,904.10000001,906.03568146
906.15000002,1484071200,907.40798311,904.08,904.81000001
912.09999667,1484078400,912.21672002,905.5,906.5
907.1,1484085600,912.07834632,907.1,912.07834632
910.00000001,1484092800,910.83433919,907.10000001,907.92945179
914.0,1484100000,914.33340002,910.0,910.83433794
921.0000088,1484107200,927.82810365,914.0,914.16670001
919.17999343,1484114400,924.9999,918.0,921.00001191
867.4827916,1484121600,919.22997286,846.0,918.00000004
844.0,1484128800,878.0,831.1,867.48279159
816.00000011,1484136000,844.00000202,790.320679,844.0
799.89999927,1484143200,818.72837499,798.0,814.99
767.00000001,1484150400,817.99999978,751.0,799.0
794.99999999,1484157600,813.99999994,765.0,769.0
784.72748462,1484164800,805.00000001,775.03841069,793.81586619
781.81160101,1484172000,795.34975779,780.0,782.58437616
771.39246813,1484179200,784.99999999,754.999992,781.85160104
779.87033055,1484186400,785.398,765.16200038,768.95459637
768.99999916,1484193600,779.87033019,765.00001001,779.87033018
757.00000001,1484200800,773.97999752,752.0102,768.99999916
763.84965373,1484208000,772.0759613,756.36590849,756.77000007
768.49999926,1484215200,782.49899998,760.9545389,760.9545389
777.00000002,1484222400,780.70000001,766.80000272,768.49999892
797.49999951,1484229600,802.86012262,777.8353803,777.8353803
807.76369577,1484236800,813.99,796.00000002,797.00000001
819.00000001,1484244000,819.999,803.44861063,807.20636957
826.99999997,1484251200,832.09999999,814.50349551,819.99
803.6952791,1484258400,832.87989967,798.12111111,826.99999922
807.99999999,1484265600,814.1319989,802.58703917,805.00000361
788.00000001,1484272800,812.01899497,788.0,808.0
784.00000004,1484280000,789.39999854,780.0,788.00000001
780.68833696,1484287200,793.16660999,776.02899497,785.0
803.0,1484294400,805.8585361,780.10000215,780.68833696
800.57700018,1484301600,804.98999993,791.69674587,801.59723148
805.99943569,1484308800,805.99943569,792.00000028,802.52014563
816.30948948,1484316000,821.85048198,801.63603586,805.00000033
823.35861316,1484323200,830.59290797,815.00000013,817.0
821.3749542,1484330400,828.6,817.09013543,824.0
829.0,1484337600,829.99888,817.0,821.3749542
826.0,1484344800,830.0,821.0,826.00200001
836.04000001,1484352000,836.04000001,824.32452386,827.0
818.1879795,1484359200,836.04000001,816.17353591,836.03999996
822.99999999,1484366400,824.89999983,816.7,818.18797951
825.105,1484373600,827.50199999,821.37516096,821.37516097
827.50000026,1484380800,831.00000001,822.45373698,825.105
834.69989999,1484388000,834.6999,826.32,827.00000001
821.1048368,1484395200,836.0,821.1048368,833.67
830.1,1484402400,832.68979574,820.14,822.0
827.99999999,1484409600,832.49999999,823.33,830.96749484
825.0,1484416800,829.99999999,824.4,827.99999999
816.8135096,1484424000,830.19,805.01,825.0
817.47703098,1484431200,819.121212,801.97500223,816.81350996
819.00116132,1484438400,822.7029242,815.57384549,817.47703099
816.0,1484445600,820.99999999,812.57281779,819.00116132
812.85285172,1484452800,817.99999999,812.85285172,816.0
808.69593493,1484460000,815.4088766,805.0,814.11480305
818.97952499,1484467200,823.08237983,805.23447585,807.1460251
819.9908239,1484474400,821.15529059,817.23198188,821.15529059
819.01000033,1484481600,823.498,817.000005,819.99999799
813.97999594,1484488800,820.49999358,809.66,820.00000243
812.71282318,1484496000,817.73093664,809.65999994,813.97999594
809.44000065,1484503200,813.69999808,806.65297109,812.87999999
814.88837798,1484510400,816.1,807.44000067,809.45000065
818.7012449,1484517600,821.7200101,810.95800001,814.88837798
829.0,1484524800,829.0,817.54469374,818.762
829.0,1484532000,834.15680536,824.29264586,828.06141968
826.0,1484539200,829.0,823.77539026,829.0
828.99,1484546400,830.0,825.31200001,825.72342244
830.9,1484553600,830.9,825.3,828.621
818.445,1484560800,830.9,816.0,830.9
825.20731926,1484568000,827.0,817.56765385,818.445
828.93821481,1484575200,828.93821481,822.86678792,824.53858028
827.00000002,1484582400,830.00000001,826.2487981,828.91413358
830.89999918,1484589600,832.8914193,824.08002305,827.99899351
827.16995457,1484596800,830.89999778,826.0,830.7331087
829.00000001,1484604000,834.0,826.11,827.0339759
831.00000205,1484611200,831.99999999,827.75970935,829.00000001
843.51540827,1484618400,843.51540827,831.0,831.8
858.00000001,1484625600,858.80000004,843.41,843.52062606
880.000005,1484632800,888.99999999,855.5,858.00000001
878.19113494,1484640000,893.49999999,875.4,880.000005
874.0,1484647200,889.55,870.4,879.0
879.99999999,1484654400,883.9,867.08,871.99000086
879.16999925,1484661600,884.98999999,875.01110001,877.80000466
899.99999999,1484668800,901.0,875.91597447,879.16999821
905.31111,1484676000,907.0,890.8120895,899.2
898.02111,1484683200,908.53017772,891.11000001,905.96594059
902.70000066,1484690400,908.30000002,896.5998,897.96907708
889.725544,1484697600,912.0,885.99999999,902.27579339
888.85,1484704800,893.49424601,880.0,889.72554315
898.67094062,1484712000,900.80521098,888.780011,888.78001101
893.0,1484719200,898.67094061,890.16642296,898.67094061
890.95000003,1484726400,894.49999903,881.1415926,894.49999903
898.16478901,1484733600,900.49125578,890.31685033,890.95000003
867.00000014,1484740800,900.0,855.14564564,898.16478901
872.59999965,1484748000,876.9487,850.0,867.00000013
873.09822882,1484755200,876.9487,862.02,872.59999909
870.22299773,1484762400,876.4000175,867.0,871.00000728
873.5,1484769600,875.0,864.0,870.22299829
886.20000033,1484776800,889.00000041,873.00000001,874.0
887.89999999,1484784000,899.98,886.20000046,886.20000054
894.269,1484791200,896.0,883.3,887.9
889.88899988,1484798400,894.26899999,888.6,894.26899999
889.4999972,1484805600,891.0,886.24991111,889.88899988
894.49949918,1484812800,897.12000001,887.10000629,889.49998985
887.0,1484820000,894.74999902,885.00000141,893.00000001
889.0,1484827200,894.2,886.38000069,886.38000069
892.04883208,1484834400,894.0,886.38000001,888.00003016
903.00000001,1484841600,904.25487963,892.01,894.0
901.50000006,1484848800,904.86200041,898.00000001,903.00000001
903.33999998,1484856000,906.999999,900.94172922,901.50000008
900.23240036,1484863200,905.00000232,891.10000001,903.33999998
896.0,1484870400,902.0,895.0,900.30000001
899.00000001,1484877600,901.86,895.00002738,897.21255685
893.87932761,1484884800,900.30688287,886.53000002,900.30688287
896.89999999,1484892000,896.99999997,889.00000011,894.35202687
894.0,1484899200,897.99999859,889.0000001,896.75241328
891.77999792,1484906400,896.45,882.5432,894.0
896.24336186,1484913600,898.99999999,890.42858561,891.77998999
899.74999997,1484920800,900.0,895.04536168,896.24336186
900.398,1484928000,902.42999999,896.15000001,899.43149294
898.62000536,1484935200,900.398,895.0,900.398
900.0,1484942400,902.0,894.05074897,898.62000536
895.0,1484949600,900.87105033,893.53000001,900.18596391
894.34931485,1484956800,896.77699999,894.00000001,895.09971139
921.68860335,1484964000,922.4348548,894.10010012,894.10010012
914.00000001,1484971200,924.00000001,908.20000001,921.00000018
917.96250105,1484978400,920.00002932,914.0,914.00000001
919.55006764,1484985600,922.43485479,915.07820376,917.96250105
922.99999999,1484992800,926.99999001,918.76,920.0
925.7387455,1485000000,928.0,921.23968182,922.99999999
921.0,1485007200,926.7,918.76,925.60000001
920.2,1485014400,924.04761688,916.50000014,921.0
921.9,1485021600,923.97941468,920.0,920.2
928.24119911,1485028800,928.51849391,920.39790165,921.89999964
925.70599998,1485036000,928.24119714,924.00000034,928.24118776
934.0,1485043200,935.1743001,925.40599999,925.70599998
936.12812748,1485050400,939.06071045,932.09335524,934.0
932.0,1485057600,938.98602714,932.0,937.99999998
936.000001,1485064800,936.000001,931.00000001,932.30999999
934.0,1485072000,938.0,933.41000001,936.00000099
932.05084579,1485079200,934.0,925.82666496,934.0
908.99999911,1485086400,931.86647005,903.51,931.00000207
912.49999998,1485093600,915.64092646,894.10010012,908.32066427
919.99999939,1485100800,919.99999999,911.60000002,912.49999998
911.90933725,1485108000,919.99999998,910.63565114,918.00000036
921.97999953,1485115200,922.0,911.70000091,911.70000091
924.11939955,1485122400,924.11939955,917.25000001,921.0
916.81750915,1485129600,924.11939955,913.49,923.99
922.99999506,1485136800,926.0,914.5,915.99700184
918.9882109,1485144000,922.0,917.36593974,921.00000001
921.99999999,1485151200,922.0,917.0,918.9582114
919.53000001,1485158400,922.91,919.53000001,919.53000038
924.0,1485165600,924.0,918.29545,919.53
922.24023159,1485172800,925.18706602,918.02072569,924.0
919.08765049,1485180000,927.2351,914.17625754,922.24023143
918.25285484,1485187200,921.999,912.49,917.10000246
917.90419447,1485194400,921.78312391,916.44525227,920.0991549
919.9889947,1485201600,919.99999999,916.03,916.04000067
912.22165,1485208800,922.0,912.22165,919.9889947
901.06598868,1485216000,913.83830686,891.31347357,912.22165
912.2999891,1485223200,912.99999999,898.74805824,901.06599083
916.6793542,1485230400,923.0,911.08807922,911.08807922
917.64999977,1485237600,917.99488918,912.35342936,916.49999949
914.50000082,1485244800,917.99999999,910.379,915.00000001
904.0,1485252000,917.35999943,892.0,915.87
906.41604486,1485259200,909.74999846,902.3,904.0
902.5,1485266400,905.99999951,899.0,905.99999951
907.4,1485273600,909.99,900.50000476,900.50000476
903.090001,1485280800,908.77125025,902.50000001,907.4
898.11788378,1485288000,904.88999974,896.08898463,903.00000001
885.00000008,1485295200,898.59999998,884.281,896.60735602
893.76260143,1485302400,895.96003477,884.90000009,885.10000044
896.01572809,1485309600,899.99,892.07968401,893.76260143
895.9,1485316800,898.0,892.24205828,895.0
892.16903834,1485324000,897.14924106,891.52,892.36870177
892.89619927,1485331200,898.50350415,892.14594804,893.63259821
892.0,1485338400,894.41999998,886.51000001,892.89619927
886.00000001,1485345600,896.79999971,882.08,892.01000001
887.0,1485352800,893.77551579,883.0000026,886.00000001
893.82970966,1485360000,894.00000034,885.001,887.0
895.76080103,1485367200,896.89620022,891.3,893.82144116
896.79999931,1485374400,898.12666992,893.01000002,893.01000002
892.66777263,1485381600,896.79999768,892.1,894.08232001
903.577,1485388800,903.57735491,892.66777263,892.66777263
901.99999999,1485396000,903.577,895.99985559,900.00000005
901.31803056,1485403200,903.0,898.89553927,901.99999999
899.43999473,1485410400,901.83068778,894.54873118,901.1
901.49,1485417600,905.0,897.10097247,899.43999137
903.0,1485424800,904.989,901.49,901.49
908.0,1485432000,908.3199,901.69871207,902.99999996
916.49140779,1485439200,916.648749,905.56007546,907.8
913.50000455,1485446400,918.0,912.24347474,916.4
917.0,1485453600,917.0,910.05000016,913.50000553
915.11285,1485460800,917.3,910.50000009,917.0
914.09767069,1485468000,916.85,913.18448284,915.00000477
920.6099999,1485475200,920.77699999,913.6182191,916.00000001
913.5214761,1485482400,920.77699999,910.33800001,920.6099999
912.02999961,1485489600,914.85126594,907.8,911.0
918.0,1485496800,918.0,909.0,909.0
916.0,1485504000,917.71422496,912.356,917.71422495
916.38025536,1485511200,918.0,913.00000001,916.0
917.99999999,1485518400,918.5,914.50171124,915.76599397
920.0,1485525600,920.19310934,914.07566115,915.70100001
919.79526601,1485532800,921.65,917.0,918.42548281
917.74999998,1485540000,919.999,914.777,917.0
918.0,1485547200,919.81435096,913.74664024,915.11211
917.02745093,1485554400,918.41255499,914.034,918.0
911.03940505,1485561600,918.50000002,909.9873,917.43677492
916.99999999,1485568800,918.67286548,910.30343197,914.99999999
918.67286548,1485576000,918.67286548,914.24545873,916.97999999
917.10000002,1485583200,919.10000001,915.4097893,918.67286548
921.12686404,1485590400,923.80705883,917.04000001,919.0
922.75200771,1485597600,923.80705935,918.00000601,922.99999998
922.15151496,1485604800,922.99999996,919.00000003,922.75200851
919.55,1485612000,922.15151478,918.12000001,922.15151478
916.69632576,1485619200,919.55,916.59999999,918.12000001
919.256,1485626400,920.5,916.0,918.0
921.99999969,1485633600,926.0,917.50000018,919.256
918.58600386,1485640800,921.99999999,918.51134956,921.99999969
921.0,1485648000,921.99999995,918.52,918.99000001
918.81200988,1485655200,922.0,918.520025,921.0
920.47759991,1485662400,922.0,918.81201132,918.81201967
920.99999999,1485669600,923.0,918.5,922.0
919.75000001,1485676800,922.05672369,919.75,919.75
919.35000002,1485684000,920.92010009,919.34,919.75000001
921.86588557,1485691200,921.99999999,919.0,919.35000002
919.99999999,1485698400,921.86588558,918.5000002,921.86588558
916.00000008,1485705600,919.75000001,916.00000002,918.5000002
911.99999999,1485712800,918.0,911.99999999,916.738
915.05346258,1485720000,918.00000001,911.86040584,911.89841915
914.9998,1485727200,915.68441248,912.17463951,914.96066102
914.99999999,1485734400,915.99999998,911.16052226,913.0
914.73278818,1485741600,917.99999998,913.6919471,913.98937691
917.0,1485748800,917.99999996,914.02466812,917.660417
916.7360526,1485756000,917.65802007,914.00001264,914.63925875
916.11256012,1485763200,917.658018,911.24682037,916.7360526
914.99922704,1485770400,916.7523996,912.08435898,916.28006143
917.50000002,1485777600,917.63280858,914.00213589,915.7
918.00000001,1485784800,920.0,917.45890885,917.50000002
916.11683091,1485792000,920.0,915.28,918.0
919.00000001,1485799200,920.0,916.10000001,916.11683091
918.00000001,1485806400,920.0,916.0,919.5
918.0,1485813600,920.0,916.61000032,918.00000002
921.0,1485820800,921.0,916.75,919.1191873
921.22707361,1485828000,921.97258483,918.01494841,920.99999999
921.86843322,1485835200,921.97258483,918.90440375,921.22707361
933.50000002,1485842400,933.525,919.5,921.86843322
928.51010002,1485849600,933.52,928.5,933.50000001
941.0,1485856800,941.0,928.51010002,930.0
951.12445805,1485864000,957.0,940.17947143,941.0
956.00795386,1485871200,956.82030001,948.4572642,950.714888
953.96999999,1485878400,963.3643772,950.09797118,956.00795386
956.87527026,1485885600,958.00000006,951.06550001,953.96999979
956.2114456,1485892800,957.0,950.09797117,954.22027199
967.12176383,1485900000,970.0,955.04466978,956.21144568
972.0,1485907200,975.99999998,964.03321995,967.75582245
970.99999999,1485914400,974.23744744,967.50632,971.99999999
968.9,1485921600,970.99999999,960.00000001,970.01000003
973.49999992,1485928800,973.55945408,966.11813437,967.35446773
967.5,1485936000,976.26720533,965.27500001,973.3999111
962.00100003,1485943200,968.79999999,955.4,965.27500002
962.095,1485950400,966.88393555,959.001,962.00100004
966.84700003,1485957600,968.0,958.31,965.99909998
971.36399998,1485964800,974.60400001,963.50000002,966.84700004
974.6789,1485972000,976.43432656,967.62270293,967.62270293
974.3,1485979200,975.6,970.59759089,974.67889999
983.0,1485986400,986.0,974.3,974.88999999
986.00000468,1485993600,989.98765432,982.24539701,983.0
976.61878644,1486000800,987.90952862,968.2776983,987.90952861
980.09000001,1486008000,981.49110644,974.27601449,977.75781812
982.5,1486015200,983.5,980.09,980.09000001
984.55556,1486022400,988.44279633,981.09165697,982.5
990.12367,1486029600,990.12368,984.55556001,987.31999999
991.7,1486036800,991.9,983.5,990.12367998
993.4,1486044000,994.0,988.40000001,991.7
995.89,1486051200,1003.19999996,991.41601116,993.4
1000.00000002,1486058400,1003.27002522,989.02,995.89
1008.00000003,1486065600,1009.49990204,996.12,1000.00000002
1007.99699708,1486072800,1009.999999,1005.20000001,1008.90000003
1014.49939998,1486080000,1014.49939999,997.80319965,1007.99699708
1016.79999999,1486087200,1017.84369136,1009.99990001,1014.49939998
1013.62314222,1486094400,1023.0,1011.11219489,1013.60000001
1012.0,1486101600,1020.01,989.0,1013.62314222
1009.99322758,1486108800,1015.50000005,1003.00000001,1012.38440447
1005.83598813,1486116000,1014.98999999,999.04720199,1009.99322758
1003.64000009,1486123200,1007.55296661,990.12000001,1006.0
1013.0,1486130400,1015.0,1003.75,1003.9
1016.73,1486137600,1017.0,1011.66000046,1014.0
1011.49400105,1486144800,1017.49999999,1011.49400105,1016.73978667
1012.09690509,1486152000,1012.09690509,1007.83884559,1011.49400105
1015.04315425,1486159200,1016.29936809,1009.000002,1010.0
1019.21899978,1486166400,1020.0,1012.7300731,1015.87273408
1005.42000066,1486173600,1019.21899978,1004.01000076,1019.21899978
1006.40608765,1486180800,1010.81832172,1005.2648,1008.3497
1013.5,1486188000,1014.79943322,1002.23999999,1006.4060876
1012.10939777,1486195200,1014.99999999,1006.10000001,1013.49999999
1012.07236637,1486202400,1013.97048288,1006.2,1012.10939777
1010.18875441,1486209600,1012.90700004,1009.00000001,1012.07236637
1010.01431981,1486216800,1014.99999999,1009.889,1012.90700004
1037.68800001,1486224000,1037.68800001,1009.89,1013.09900998
1039.999,1486231200,1040.0,1036.00000003,1037.68800001
1025.20000003,1486238400,1034.99999988,1022.58818444,1034.999999
1032.95,1486245600,1034.512,1024.00000001,1025.79999999
1029.2,1486252800,1034.0,1021.65180908,1033.0
1029.99999999,1486260000,1030.850436,1026.7360074,1028.5
1025.80000001,1486267200,1030.0,1022.00000002,1029.99999999
1029.10000001,1486274400,1030.0,1025.80000003,1029.23093956
1029.96999998,1486281600,1029.97,1025.001,1029.1
1025.499,1486288800,1032.773,1018.5,1029.96999991
1015.86699332,1486296000,1025.0,1006.77,1025.0
1014.0,1486303200,1019.6,1013.251,1016.92250002
1002.41500002,1486310400,1015.9,999.10000001,1013.251
1009.0,1486317600,1009.65267928,999.0,1003.2
1010.15,1486324800,1015.999,1001.49267926,1009.0
1010.0,1486332000,1012.0739179,1006.94464527,1010.1
1014.00000001,1486339200,1016.84999999,1007.30000001,1008.57261956
1017.0,1486346400,1017.49,1008.98348795,1014.00000001
1016.689999,1486353600,1018.0,1012.33589219,1016.8
1019.56,1486360800,1019.56,1012.94277766,1016.7959
1024.0,1486368000,1024.0,1016.84261008,1018.0
1020.0,1486375200,1025.0,1015.001,1023.0
1016.0,1486382400,1022.99999998,1016.0,1020.0
1022.79999999,1486389600,1023.58060782,1015.80000001,1016.0
1019.99999994,1486396800,1022.79999999,1015.0,1022.79999999
1022.0,1486404000,1022.92733293,1017.00001001,1017.00001001
1022.63665,1486411200,1023.99999999,1018.0,1019.2
1021.20000021,1486418400,1024.0,1020.00268522,1023.0
1025.0,1486425600,1027.99999999,1020.60000001,1022.69999279
1027.0,1486432800,1027.0,1022.15382477,1025.76790036
1035.5,1486440000,1037.0,1026.0,1026.99999999
1046.000001,1486447200,1049.00000005,1029.92763347,1035.5
1042.8888879,1486454400,1046.18,1039.40000001,1046.18
1044.999,1486461600,1045.0,1040.00100001,1042.00000001
1053.3091158,1486468800,1053.30911581,1043.72155707,1044.999
1047.0,1486476000,1055.29399983,1045.0,1053.3
1050.75786485,1486483200,1050.9,1044.51081253,1047.0
1048.0,1486490400,1053.5,1046.26598753,1048.00000001
1049.99999998,1486497600,1050.0,1046.26598753,1047.99999999
1052.00000003,1486504800,1054.44337046,1048.50000001,1048.50000001
1061.6,1486512000,1064.99999998,1052.00000002,1052.00000003
1064.92048102,1486519200,1065.90000001,1059.79009991,1061.58750573
1066.99999797,1486526400,1069.06999999,1062.38862229,1064.92048102
1059.0,1486533600,1067.9,1058.93518294,1066.99999885
1028.59342789,1486540800,1059.6,1015.0,1059.6
1034.64,1486548000,1044.31085492,1027.80000001,1028.38900001
1039.27415622,1486555200,1040.0,1028.0,1034.64000011
1048.10000008,1486562400,1049.68911194,1035.05200732,1039.27415622
1051.99999999,1486569600,1054.54,1044.48622952,1048.10000008
1060.0,1486576800,1060.0,1051.99999999,1051.99999999
1056.17995304,1486584000,1061.99999999,1048.22585999,1059.99999999
1050.98999999,1486591200,1058.79999996,1045.87836738,1056.17995304
1060.16596167,1486598400,1064.65879834,1041.0,1050.6
1070.01000001,1486605600,1072.0,1056.26881278,1060.40796235
1072.4635,1486612800,1077.99999998,1068.2,1071.0
1056.09957397,1486620000,1073.40399945,1048.0,1072.0
1062.5,1486627200,1066.49999999,1057.00336993,1057.00337004
1065.18599858,1486634400,1066.4,1058.5,1062.5
977.69879,1486641600,1065.29999999,952.00001,1065.18599858
979.99999999,1486648800,991.42860199,898.18028762,979.99999999
960.0,1486656000,984.61209901,950.00000001,980.0
936.0,1486663200,972.57002192,926.0,961.32043156
969.42596075,1486670400,974.0,934.0,936.0
987.00000001,1486677600,998.02224401,967.42596075,969.42596075
965.94000001,1486684800,998.123,901.99999995,988.23458713
975.67012357,1486692000,976.67,961.07600522,969.99999987
974.03895851,1486699200,979.98488937,970.0,976.58099476
968.99999999,1486706400,977.01000538,953.48603747,971.00000001
964.0,1486713600,970.0,945.0,968.99999999
970.0,1486720800,971.69999,958.46250243,963.27698217
965.99999998,1486728000,974.62783425,960.02,969.0
977.00000031,1486735200,980.1,961.00000001,965.99999998
978.2,1486742400,980.312879,972.0,977.0
987.99,1486749600,987.99900666,977.0,978.2
995.0,1486756800,1004.99,985.00000001,985.5
995.29110341,1486764000,1000.82970281,988.24681962,994.70000328
987.09899477,1486771200,995.29110353,985.0,994.0
995.90999477,1486778400,1000.0001,984.457,991.49800666
1004.50000019,1486785600,1007.49900665,992.0,994.0
1005.2,1486792800,1005.2,996.78000021,1004.09100146
1004.00000019,1486800000,1010.0,1003.0,1005.49900666
995.7,1486807200,1008.24999999,984.1,1004.00000042
1004.48100667,1486814400,1005.481006,988.0,997.99900665
997.99899999,1486821600,1005.481006,995.73733593,1003.48100666
1003.89999994,1486828800,1004.12900666,994.0,997.99899999
1007.65,1486836000,1007.899999,1001.0,1003.89999994
1003.72,1486843200,1007.0,1000.02,1004.2
1000.50000023,1486850400,1005.0,1000.50000022,1003.22
1000.0,1486857600,1004.15323049,997.8630873,1000.50000023
997.6903377,1486864800,1000.54347207,991.57565803,1000.0
1000.0,1486872000,1002.20837147,997.79999801,997.79999801
999.9999999,1486879200,1002.4,994.54843869,999.9999999
